"ID","MapT__FILCOLOR__C","MapT__GYOUSEIKUBUN__C","MapT__LAYERFILOPTICALLY__C","MapT__LINECOLOR__C","MapT__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a032w00000YRec9AAD","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 35.99812624742959,
  ""lng"": 139.58267614289434
 },
 {
  ""lat"": 35.998577607018454,
  ""lng"": 139.58314821168096
 },
 {
  ""lat"": 35.997813766201,
  ""lng"": 139.58417817994268
 },
 {
  ""lat"": 35.997292961402046,
  ""lng"": 139.5845215026966
 },
 {
  ""lat"": 35.997119359038145,
  ""lng"": 139.5838563148609
 },
 {
  ""lat"": 35.996911035697046,
  ""lng"": 139.58269760056646
 }
]"
"a032w00000YRecEAAT","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 35.998907445084384,
  ""lng"": 139.58518669053228
 },
 {
  ""lat"": 35.9991157631521,
  ""lng"": 139.5860879127613
 },
 {
  ""lat"": 35.99916784258304,
  ""lng"": 139.58786889954717
 },
 {
  ""lat"": 35.99753600406954,
  ""lng"": 139.58825513764532
 },
 {
  ""lat"": 35.997154079541495,
  ""lng"": 139.58591625138433
 }
]"
