"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a177F00000H5D47QAF","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.29581737447661,
  ""lng"": 139.1886122567296
 },
 {
  ""lat"": 35.29284005566726,
  ""lng"": 139.18348387309314
 },
 {
  ""lat"": 35.29061575191089,
  ""lng"": 139.18359116145373
 },
 {
  ""lat"": 35.29033552033083,
  ""lng"": 139.1889341218114
 },
 {
  ""lat"": 35.2894773050822,
  ""lng"": 139.19007137843371
 },
 {
  ""lat"": 35.29024794776311,
  ""lng"": 139.1963370186925
 }
]"
"a177F00000H5D5jQAF","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.30408127941562,
  ""lng"": 139.18314177335287
 },
 {
  ""lat"": 35.29921292775264,
  ""lng"": 139.17704779447104
 },
 {
  ""lat"": 35.29600806157954,
  ""lng"": 139.17545992673422
 },
 {
  ""lat"": 35.29238273211712,
  ""lng"": 139.18307740033651
 },
 {
  ""lat"": 35.29700631219344,
  ""lng"": 139.19073778928305
 }
]"
"a177F00000H5D5tQAF","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.31276259575331,
  ""lng"": 139.17148577095176
 },
 {
  ""lat"": 35.307684637750086,
  ""lng"": 139.1618727338424
 },
 {
  ""lat"": 35.30025973922841,
  ""lng"": 139.1647909772506
 },
 {
  ""lat"": 35.2985084846189,
  ""lng"": 139.1686104428878
 },
 {
  ""lat"": 35.30053993644892,
  ""lng"": 139.1735457074752
 },
 {
  ""lat"": 35.30039983795992,
  ""lng"": 139.17740808845664
 },
 {
  ""lat"": 35.30421743503215,
  ""lng"": 139.18221460701133
 },
 {
  ""lat"": 35.31244742143212,
  ""lng"": 139.17363153816368
 }
]"
"a177F00000H5D7VQAV","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.31066388646396,
  ""lng"": 139.17581621703425
 },
 {
  ""lat"": 35.31325534044954,
  ""lng"": 139.17997900542537
 },
 {
  ""lat"": 35.32320014980993,
  ""lng"": 139.16886393126765
 },
 {
  ""lat"": 35.313430435697335,
  ""lng"": 139.15010992583552
 },
 {
  ""lat"": 35.30726685482205,
  ""lng"": 139.15212694701472
 },
 {
  ""lat"": 35.30957825268632,
  ""lng"": 139.16513155860116
 },
 {
  ""lat"": 35.313500473690304,
  ""lng"": 139.17242716712167
 }
]"
"a177F00000H5DBNQA3","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.27723509641717,
  ""lng"": 139.18818489163988
 },
 {
  ""lat"": 35.274922774790284,
  ""lng"": 139.1744305238115
 },
 {
  ""lat"": 35.2707884594826,
  ""lng"": 139.1720701798784
 },
 {
  ""lat"": 35.26775766210966,
  ""lng"": 139.17775646298995
 },
 {
  ""lat"": 35.269264315438825,
  ""lng"": 139.18131843656172
 },
 {
  ""lat"": 35.26882633770856,
  ""lng"": 139.18569580167403
 },
 {
  ""lat"": 35.27127898250083,
  ""lng"": 139.18983713239302
 },
 {
  ""lat"": 35.27707744022201,
  ""lng"": 139.18893591016402
 }
]"
"a177F00000H5DBXQA3","e9e2e2","12tibaken_s.geojson","0","12aff3","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.54575884025884,
  ""lng"": 135.60432373478892
 },
 {
  ""lat"": 34.54578203753469,
  ""lng"": 135.60413061573985
 },
 {
  ""lat"": 34.54562628427281,
  ""lng"": 135.60420571759227
 },
 {
  ""lat"": 34.54567378352542,
  ""lng"": 135.60437067344668
 },
 {
  ""lat"": 34.54572680591491,
  ""lng"": 135.60434385135653
 }
]"
"a177F00000H5DCfQAN","e9e2e2","12tibaken_s.geojson","0","12aff3","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.554005392339405,
  ""lng"": 135.63622902030252
 },
 {
  ""lat"": 34.55485366157789,
  ""lng"": 135.63468406790994
 },
 {
  ""lat"": 34.55131914935944,
  ""lng"": 135.6339545070579
 },
 {
  ""lat"": 34.553263149660964,
  ""lng"": 135.63691566581033
 }
]"
"a177F00000H5DPUQA3","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.275757902690465,
  ""lng"": 139.17978511807803
 },
 {
  ""lat"": 35.27398859995662,
  ""lng"": 139.18263898846988
 },
 {
  ""lat"": 35.271220702318494,
  ""lng"": 139.18429122922305
 },
 {
  ""lat"": 35.26890820899394,
  ""lng"": 139.18405519482974
 },
 {
  ""lat"": 35.269416262427896,
  ""lng"": 139.1807721709955
 },
 {
  ""lat"": 35.26825999826287,
  ""lng"": 139.1763948058832
 },
 {
  ""lat"": 35.27216670328892,
  ""lng"": 139.17115913388614
 },
 {
  ""lat"": 35.27514478235668,
  ""lng"": 139.1749356841791
 }
]"
"a177F00000H5DS9QAN","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 35.28137651596402,
  ""lng"": 139.17004503300717
 },
 {
  ""lat"": 35.2764016935708,
  ""lng"": 139.16639722874692
 },
 {
  ""lat"": 35.27321344249523,
  ""lng"": 139.16607536366513
 },
 {
  ""lat"": 35.27286307758102,
  ""lng"": 139.16910089543393
 },
 {
  ""lat"": 35.27382657744852,
  ""lng"": 139.17337097218564
 },
 {
  ""lat"": 35.275105386844636,
  ""lng"": 139.17437948277524
 },
 {
  ""lat"": 35.27682211291829,
  ""lng"": 139.18527998021176
 },
 {
  ""lat"": 35.2779432205089,
  ""lng"": 139.18485082676938
 },
 {
  ""lat"": 35.281148801894886,
  ""lng"": 139.17697586110165
 },
 {
  ""lat"": 35.28281285148796,
  ""lng"": 139.17382158330014
 }
]"
