"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a015h00001MSEY8AAP","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.340394080355345,
  ""lng"": 135.26803984221536
 },
 {
  ""lat"": 34.34578006295629,
  ""lng"": 135.27602209624368
 }
]"
"a015h00001MSEY9AAP","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.34620525737551,
  ""lng"": 135.27636541899759
 },
 {
  ""lat"": 34.356621847080206,
  ""lng"": 135.3001405197056
 }
]"
"a015h00001MSEYAAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35676356046409,
  ""lng"": 135.30074133452493
 },
 {
  ""lat"": 34.35981034026104,
  ""lng"": 135.3227998214634
 }
]"
"a015h00001MSEYBAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.372346111360876,
  ""lng"": 135.25233955659553
 },
 {
  ""lat"": 34.35796365537783,
  ""lng"": 135.2582618741004
 }
]"
"a015h00001MSEYCAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.379182225871666,
  ""lng"": 135.25439949311897
 },
 {
  ""lat"": 34.35502309566975,
  ""lng"": 135.26293964662239
 }
]"
"a015h00001MSEYDAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.354987666610576,
  ""lng"": 135.2628538159339
 },
 {
  ""lat"": 34.34180701770225,
  ""lng"": 135.2678749112098
 }
]"
"a015h00001MSEYEAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.38085590620262,
  ""lng"": 135.25965744368767
 },
 {
  ""lat"": 34.35779553017041,
  ""lng"": 135.26386314742302
 }
]"
"a015h00001MSEYFAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35775448259007,
  ""lng"": 135.26386314742302
 },
 {
  ""lat"": 34.34560183297214,
  ""lng"": 135.26660972945427
 }
]"
"a015h00001MSEYGAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.38078728099176,
  ""lng"": 135.2632623326037
 },
 {
  ""lat"": 34.36668966768383,
  ""lng"": 135.26454979293084
 }
]"
"a015h00001MSEYHAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.36668388356963,
  ""lng"": 135.2645138848812
 },
 {
  ""lat"": 34.35024547870058,
  ""lng"": 135.26575842986412
 }
]"
"a015h00001MSEYIAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.382984392069055,
  ""lng"": 135.26595481122607
 },
 {
  ""lat"": 34.36534475464892,
  ""lng"": 135.26672728742236
 }
]"
"a015h00001MSEYJAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.36534475464892,
  ""lng"": 135.26672728742236
 },
 {
  ""lat"": 34.34571717912043,
  ""lng"": 135.26668437207812
 }
]"
"a015h00001MSEYKAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.38514357192847,
  ""lng"": 135.26831854535428
 },
 {
  ""lat"": 34.35960451501179,
  ""lng"": 135.26930559827176
 }
]"
"a015h00001MSEYLAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35966309440478,
  ""lng"": 135.26923771950547
 },
 {
  ""lat"": 34.34138072220574,
  ""lng"": 135.2696239576036
 }
]"
"a015h00001MSEYMAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.38728511002106,
  ""lng"": 135.27075620252512
 },
 {
  ""lat"": 34.344067163165846,
  ""lng"": 135.27273030836008
 }
]"
"a015h00001MSEYNAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.390118294836995,
  ""lng"": 135.27363153058909
 },
 {
  ""lat"": 34.368123181235624,
  ""lng"": 135.2743181760969
 }
]"
"a015h00001MSEYOAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.3682194259547,
  ""lng"": 135.274274757427
 },
 {
  ""lat"": 34.34643115788733,
  ""lng"": 135.27603428654078
 }
]"
"a015h00001MSEYPAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.34781302113561,
  ""lng"": 135.28015415958765
 },
 {
  ""lat"": 34.37215133917286,
  ""lng"": 135.27895252994898
 }
]"
"a015h00001MSEYQAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.37239929147798,
  ""lng"": 135.27899544529322
 },
 {
  ""lat"": 34.39177272326685,
  ""lng"": 135.27642052463892
 }
]"
"a015h00001MSEYRAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.3933220500328,
  ""lng"": 135.27972500614527
 },
 {
  ""lat"": 34.37260296603667,
  ""lng"": 135.28174202732447
 }
]"
"a015h00001MSEYSAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.372511505052906,
  ""lng"": 135.28181279721673
 },
 {
  ""lat"": 34.34941340059508,
  ""lng"": 135.28382981839593
 }
]"
"a015h00001MSEYTAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35122038367633,
  ""lng"": 135.2876063686889
 },
 {
  ""lat"": 34.373467884358995,
  ""lng"": 135.28666223111566
 }
]"
"a015h00001MSEYUAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.37336162053091,
  ""lng"": 135.28650279675307
 },
 {
  ""lat"": 34.38423525325912,
  ""lng"": 135.28624530468764
 }
]"
"a015h00001MSEYVAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.379257313414236,
  ""lng"": 135.29075141583266
 },
 {
  ""lat"": 34.37900938141125,
  ""lng"": 135.29066558514418
 },
 {
  ""lat"": 34.35733020340586,
  ""lng"": 135.2914809766847
 }
]"
"a015h00001MSEYWAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35716714956789,
  ""lng"": 135.2916011624022
 },
 {
  ""lat"": 34.35284480437981,
  ""lng"": 135.29151533171373
 }
]"
"a015h00001MSEYXAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.35436965551021,
  ""lng"": 135.29496428819482
 },
 {
  ""lat"": 34.37895400238815,
  ""lng"": 135.29457805009667
 }
]"
"a015h00001MSEYYAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.38118536546543,
  ""lng"": 135.29904124589746
 },
 {
  ""lat"": 34.35667253018808,
  ""lng"": 135.29989955278222
 }
]"
"a015h00001MSEYZAA5","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.357239381943145,
  ""lng"": 135.30337569566552
 },
 {
  ""lat"": 34.38104369338692,
  ""lng"": 135.3027748808462
 }
]"
"a015h00001MSEYaAAP","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.381094745169406,
  ""lng"": 135.3071522459585
 },
 {
  ""lat"": 34.35778644007238,
  ""lng"": 135.30813929887597
 }
]"
"a015h00001MSEYbAAP","","12tibaken_s.geojson","0.5","","a085h000002KuBSAA0","[
 {
  ""lat"": 34.358494994750004,
  ""lng"": 135.31328914018457
 },
 {
  ""lat"": 34.37680905411958,
  ""lng"": 135.3118729338247
 }
]"
