"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a177F00000E8dBzQAJ","c8c1c1","28hyogo_s.geojson","0","d992ca","a1F7F00000EQvKQUA1","[
 {
  ""lat"": 34.73666899518692,
  ""lng"": 135.25420042839957
 },
 {
  ""lat"": 34.73539345285117,
  ""lng"": 135.25315614597696
 },
 {
  ""lat"": 34.73472777618129,
  ""lng"": 135.25205644028085
 },
 {
  ""lat"": 34.734868847181616,
  ""lng"": 135.25155218498605
 },
 {
  ""lat"": 34.7364735128607,
  ""lng"": 135.25084408180612
 },
 {
  ""lat"": 34.73486354711527,
  ""lng"": 135.25156122808593
 },
 {
  ""lat"": 34.73472247610588,
  ""lng"": 135.25205475454467
 },
 {
  ""lat"": 34.735392561255665,
  ""lng"": 135.2531598246588
 }
]"
"a177F00000E8dC9QAJ","c8c1c1","28hyogo_s.geojson","0","d992ca","a1F7F00000EQvKQUA1","[
 {
  ""lat"": 34.734384171908275,
  ""lng"": 135.25221832177942
 },
 {
  ""lat"": 34.733978589754514,
  ""lng"": 135.25181062600916
 },
 {
  ""lat"": 34.733846334274,
  ""lng"": 135.25074847123926
 },
 {
  ""lat"": 34.733669993304076,
  ""lng"": 135.25000818155115
 },
 {
  ""lat"": 34.733837517234434,
  ""lng"": 135.25075920007532
 },
 {
  ""lat"": 34.7340050408252,
  ""lng"": 135.25176771066492
 }
]"
"a177F00000E8dCOQAZ","c8c1c1","28hyogo_s.geojson","0","d992ca","a1F7F00000EQvKQUA1","[
 {
  ""lat"": 34.731951515082166,
  ""lng"": 135.24617964781007
 },
 {
  ""lat"": 34.731501834555395,
  ""lng"": 135.24617964781007
 },
 {
  ""lat"": 34.73051429226318,
  ""lng"": 135.24735981977662
 },
 {
  ""lat"": 34.73025858742505,
  ""lng"": 135.24746710813722
 },
 {
  ""lat"": 34.73002051669221,
  ""lng"": 135.24731690443238
 },
 {
  ""lat"": 34.72978244527364,
  ""lng"": 135.24722034490784
 },
 {
  ""lat"": 34.72948265066,
  ""lng"": 135.24732763326844
 },
 {
  ""lat"": 34.729253395221754,
  ""lng"": 135.24746710813722
 },
 {
  ""lat"": 34.72905059180402,
  ""lng"": 135.2459328845807
 },
 {
  ""lat"": 34.72853917228019,
  ""lng"": 135.2426713184186
 },
 {
  ""lat"": 34.73144893080315,
  ""lng"": 135.24262840307435
 },
 {
  ""lat"": 34.731651728336175,
  ""lng"": 135.24480635679444
 },
 {
  ""lat"": 34.73177517006917,
  ""lng"": 135.24484927213868
 }
]"
