"ID","MapT__FILCOLOR__C","MapT__GYOUSEIKUBUN__C","MapT__LAYERFILOPTICALLY__C","MapT__LINECOLOR__C","MapT__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a032w00000YRfBIAA1","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 35.996971825826805,
  ""lng"": 139.57324285316915
 },
 {
  ""lat"": 36.00176311976088,
  ""lng"": 139.5827271442458
 },
 {
  ""lat"": 36.0020061486523,
  ""lng"": 139.58581704903096
 },
 {
  ""lat"": 35.99513161383434,
  ""lng"": 139.5869757633254
 },
 {
  ""lat"": 35.99099966067495,
  ""lng"": 139.57972307014913
 }
]"
"a032w00000YRfBNAA1","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 36.00867142576837,
  ""lng"": 139.59068997720794
 },
 {
  ""lat"": 36.008706141185456,
  ""lng"": 139.60000260690765
 },
 {
  ""lat"": 36.00381111649604,
  ""lng"": 139.5908616385849
 },
 {
  ""lat"": 36.01155275336471,
  ""lng"": 139.59549649576263
 },
 {
  ""lat"": 36.00384583405325,
  ""lng"": 139.5985005698593
 }
]"
"a032w00000YRfBSAA1","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 36.018124861849444,
  ""lng"": 139.5853274027839
 },
 {
  ""lat"": 36.01264029171499,
  ""lng"": 139.580306307508
 },
 {
  ""lat"": 36.012883287079134,
  ""lng"": 139.59043432874824
 }
]"
"a032w00000YRfBXAA1","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 36.00741890266141,
  ""lng"": 139.60446709849057
 },
 {
  ""lat"": 36.007870209061245,
  ""lng"": 139.60429543711362
 },
 {
  ""lat"": 36.00839094400468,
  ""lng"": 139.60463875986753
 },
 {
  ""lat"": 36.00873809872279,
  ""lng"": 139.6049391672772
 },
 {
  ""lat"": 36.00929354309203,
  ""lng"": 139.60532540537534
 },
 {
  ""lat"": 36.00946711865485,
  ""lng"": 139.6059691355389
 },
 {
  ""lat"": 36.009605978829946,
  ""lng"": 139.60699910380063
 },
 {
  ""lat"": 36.00957126380908,
  ""lng"": 139.60768574930844
 },
 {
  ""lat"": 36.00943240357284,
  ""lng"": 139.60845822550473
 },
 {
  ""lat"": 36.00905053666202,
  ""lng"": 139.60923070170102
 },
 {
  ""lat"": 36.00852980607536,
  ""lng"": 139.60948819376645
 },
 {
  ""lat"": 36.007870209061245,
  ""lng"": 139.6095311091107
 },
 {
  ""lat"": 36.007280038634,
  ""lng"": 139.60991734720884
 },
 {
  ""lat"": 36.00553181183769,
  ""lng"": 139.60931188138892
 },
 {
  ""lat"": 36.005462378192675,
  ""lng"": 139.60888272794654
 },
 {
  ""lat"": 36.0051152090505,
  ""lng"": 139.6066797434821
 },
 {
  ""lat"": 36.005566528637246,
  ""lng"": 139.60483438367984
 },
 {
  ""lat"": 36.006260861418525,
  ""lng"": 139.60427648420475
 },
 {
  ""lat"": 36.006851039474974,
  ""lng"": 139.60427648420475
 }
]"
"a032w00000YRfBcAAL","2de6e3","null","0.3","a17fe1","a0B2w000004ZQdmEAG","[
 {
  ""lat"": 36.011574617258375,
  ""lng"": 139.61403276994244
 },
 {
  ""lat"": 36.0127548893952,
  ""lng"": 139.61394693925396
 },
 {
  ""lat"": 36.01324087866784,
  ""lng"": 139.61429026200787
 },
 {
  ""lat"": 36.01410870920187,
  ""lng"": 139.61562063767926
 },
 {
  ""lat"": 36.01445583874011,
  ""lng"": 139.61652185990826
 },
 {
  ""lat"": 36.01414342222451,
  ""lng"": 139.62031701810153
 },
 {
  ""lat"": 36.01151088961739,
  ""lng"": 139.62375632871965
 },
 {
  ""lat"": 36.00852541409259,
  ""lng"": 139.6230267678676
 },
 {
  ""lat"": 36.00769223795323,
  ""lng"": 139.6219109689174
 },
 {
  ""lat"": 36.006581322737134,
  ""lng"": 139.61894981016496
 },
 {
  ""lat"": 36.00817825843795,
  ""lng"": 139.61650363554338
 }
]"
