"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a170k000003dOvXAAU","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.655734934664714,
  ""lng"": 140.12581309620012
 },
 {
  ""lat"": 35.65549084302398,
  ""lng"": 140.11922559085954
 }
]"
"a170k000003dOvYAAU","c8c1c1","28hyogo_s.geojson","0","d992ca","","[
 {
  ""lat"": 35.05430501471125,
  ""lng"": 135.9281623396905
 },
 {
  ""lat"": 35.05430940606686,
  ""lng"": 135.93075335359887
 }
]"
"a170k000003dOvZAAU","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.658255041943214,
  ""lng"": 140.1131005114942
 },
 {
  ""lat"": 35.656948254587896,
  ""lng"": 140.11390517419866
 }
]"
"a170k000003dOvaAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.65531416821634,
  ""lng"": 140.11915726671714
 },
 {
  ""lat"": 35.648758270588836,
  ""lng"": 140.11784834871787
 }
]"
"a170k000003dOvbAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.64859656869113,
  ""lng"": 140.11793986536304
 },
 {
  ""lat"": 35.64444653849882,
  ""lng"": 140.12411967493335
 }
]"
"a170k000003dOvcAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.662760534254254,
  ""lng"": 140.11566582842642
 },
 {
  ""lat"": 35.65824858344659,
  ""lng"": 140.11308017893606
 }
]"
"a170k000003dOvdAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.6593691894779,
  ""lng"": 140.10856642882257
 },
 {
  ""lat"": 35.65697753917623,
  ""lng"": 140.1050259129229
 }
]"
"a170k000003dOveAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.66002920364627,
  ""lng"": 140.1097367114375
 },
 {
  ""lat"": 35.65110337198677,
  ""lng"": 140.10976889794568
 }
]"
"a170k000003dOvfAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.66341759875257,
  ""lng"": 140.10812574611657
 }
]"
"a170k000003dOvgAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.652499928877894,
  ""lng"": 140.09884203268572
 },
 {
  ""lat"": 35.650163497944135,
  ""lng"": 140.09598816229388
 }
]"
"a170k000003dOvhAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.65702901613742,
  ""lng"": 140.10505213633095
 },
 {
  ""lat"": 35.66075206719104,
  ""lng"": 140.10136141672646
 }
]"
"a170k000003dOviAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.65961962601849,
  ""lng"": 140.11062011842378
 },
 {
  ""lat"": 35.66071797573996,
  ""lng"": 140.10832414750703
 }
]"
"a170k000003dOvjAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.65254045684001,
  ""lng"": 140.1064755673668
 },
 {
  ""lat"": 35.6498814549293,
  ""lng"": 140.10146520092698
 }
]"
"a170k000003dOvkAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.64593499852428,
  ""lng"": 140.09523418366203
 },
 {
  ""lat"": 35.64633605380019,
  ""lng"": 140.08429077088127
 }
]"
"a170k000003dOvlAAE","","28hyogo_s.geojson","0.5","81efed","","[
 {
  ""lat"": 35.07840774016232,
  ""lng"": 134.37455824132437
 }
]"
"a170k000003dOvmAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.64583523590013,
  ""lng"": 140.0998811310964
 },
 {
  ""lat"": 35.63983659623007,
  ""lng"": 140.09792848293355
 }
]"
"a170k000003dOvnAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.65853039450052,
  ""lng"": 140.10338812477477
 },
 {
  ""lat"": 35.65372705074,
  ""lng"": 140.09912877685912
 }
]"
"a170k000003dOvoAAE","e9e2e2","12tibaken_s.geojson","0","9af9ad","","[
 {
  ""lat"": 35.650158565635856,
  ""lng"": 140.09601798227106
 },
 {
  ""lat"": 35.649875225131304,
  ""lng"": 140.10138776471888
 }
]"
"a170k000003dOvpAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.80652453241584,
  ""lng"": 135.41341842515143
 },
 {
  ""lat"": 34.804005040421316,
  ""lng"": 135.41451813084754
 }
]"
"a170k000003dOvqAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.80757633801096,
  ""lng"": 135.4155311161687
 },
 {
  ""lat"": 34.80657208702558,
  ""lng"": 135.41343899313708
 }
]"
"a170k000003dOvrAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.80807405435878,
  ""lng"": 135.41125031058093
 },
 {
  ""lat"": 34.80656768238904,
  ""lng"": 135.41341217104693
 }
]"
"a170k000003dOvsAAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.60787823409248,
  ""lng"": 138.98989916637922
 },
 {
  ""lat"": 36.608291629021146,
  ""lng"": 139.04534579113508
 }
]"
"a170k000003dOvtAAE","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.204201168705865,
  ""lng"": 140.3201402063986
 },
 {
  ""lat"": 36.197517463021555,
  ""lng"": 140.32443174082243
 },
 {
  ""lat"": 36.19149124959309,
  ""lng"": 140.32026895243132
 },
 {
  ""lat"": 36.18674614601784,
  ""lng"": 140.31499036509
 },
 {
  ""lat"": 36.18674614601784,
  ""lng"": 140.3108275766989
 },
 {
  ""lat"": 36.19606290224427,
  ""lng"": 140.3015149469992
 }
]"
"a170k000003dOvuAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.80625704509561,
  ""lng"": 135.4215597267692
 },
 {
  ""lat"": 34.804257308257746,
  ""lng"": 135.41462889867472
 }
]"
"a170k000003dOvvAAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.69040947599792,
  ""lng"": 139.1302239801265
 },
 {
  ""lat"": 36.64741442828071,
  ""lng"": 139.12879481695492
 }
]"
"a170k000003dOvwAAE","e9e2e2","12tibaken_s.geojson","0","dbedf5","","[
 {
  ""lat"": 36.30188570480036,
  ""lng"": 138.81951421504218
 },
 {
  ""lat"": 36.30221426971626,
  ""lng"": 138.81259411578375
 },
 {
  ""lat"": 36.29413808885962,
  ""lng"": 138.81357043986517
 },
 {
  ""lat"": 36.294561806496866,
  ""lng"": 138.8222393394013
 },
 {
  ""lat"": 36.30163495696026,
  ""lng"": 138.8198253512879
 }
]"
"a170k000003dOvxAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.80395727849036,
  ""lng"": 135.40373925840564
 },
 {
  ""lat"": 34.8031568103011,
  ""lng"": 135.40548805868335
 }
]"
"a170k000003dOvyAAE","e9e2e2","28hyogo_s.geojson","0","90eee8","","[
 {
  ""lat"": 34.804588112247295,
  ""lng"": 135.40450225381278
 },
 {
  ""lat"": 34.80468778013115,
  ""lng"": 135.40189782885932
 }
]"
"a170k000003dOvzAAE","e9e2e2","12tibaken_s.geojson","0","dbedf5","","[
 {
  ""lat"": 36.31685903990406,
  ""lng"": 138.83411818494469
 },
 {
  ""lat"": 36.313487493782894,
  ""lng"": 138.82626467694908
 },
 {
  ""lat"": 36.31620203209918,
  ""lng"": 138.82051402082115
 },
 {
  ""lat"": 36.309891017199405,
  ""lng"": 138.81770306577354
 },
 {
  ""lat"": 36.30925124196522,
  ""lng"": 138.82338934888512
 },
 {
  ""lat"": 36.30605228705251,
  ""lng"": 138.82298165311485
 },
 {
  ""lat"": 36.30510122109544,
  ""lng"": 138.8364999865499
 },
 {
  ""lat"": 36.314352006689404,
  ""lng"": 138.83731537809044
 }
]"
"a170k000003dOw0AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.669512012059606,
  ""lng"": 139.0957034886476
 },
 {
  ""lat"": 36.65780760125049,
  ""lng"": 139.09656179553235
 },
 {
  ""lat"": 36.65835843696006,
  ""lng"": 139.09630430346692
 }
]"
"a170k000003dOw1AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.69757938098743,
  ""lng"": 139.16271760429316
 },
 {
  ""lat"": 36.69923102218605,
  ""lng"": 139.16031434501582
 },
 {
  ""lat"": 36.59258957952388,
  ""lng"": 139.15830166350224
 }
]"
"a170k000003dOw2AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.68647753390836,
  ""lng"": 139.11660759182791
 }
]"
"a170k000003dOw3AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.66968372565826,
  ""lng"": 139.09904920598171
 },
 {
  ""lat"": 36.6696912554799,
  ""lng"": 139.09905104908387
 }
]"
"a170k000003dOw4AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.68690897423003,
  ""lng"": 139.11514954407522
 },
 {
  ""lat"": 36.65722549887604,
  ""lng"": 139.11490775355824
 },
 {
  ""lat"": 36.65901571405792,
  ""lng"": 139.11490775355824
 }
]"
"a170k000003dOw5AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.671377369354744,
  ""lng"": 139.10431585104945
 }
]"
"a170k000003dOw6AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.68994903487517,
  ""lng"": 139.12999309946824
 }
]"
"a170k000003dOw7AAE","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.20945614534975,
  ""lng"": 140.2497842376472
 },
 {
  ""lat"": 36.196435387076804,
  ""lng"": 140.25810981442942
 },
 {
  ""lat"": 36.18666839707319,
  ""lng"": 140.24420524289621
 },
 {
  ""lat"": 36.19726656401849,
  ""lng"": 140.2362229888679
 }
]"
"a170k000003dOw8AAE","e9e2e2","12tibaken_s.geojson","0","dbedf5","","[
 {
  ""lat"": 36.298292860558604,
  ""lng"": 138.84454229029103
 },
 {
  ""lat"": 36.29713417249061,
  ""lng"": 138.8381049886553
 },
 {
  ""lat"": 36.29367529977036,
  ""lng"": 138.83972504290028
 },
 {
  ""lat"": 36.29562093454583,
  ""lng"": 138.85130145700856
 },
 {
  ""lat"": 36.29824097937138,
  ""lng"": 138.85108688028737
 },
 {
  ""lat"": 36.298249626238295,
  ""lng"": 138.8446603074877
 }
]"
"a170k000003dOw9AAE","e9e2e2","12tibaken_s.geojson","0","dbedf5","","[
 {
  ""lat"": 36.30869057028314,
  ""lng"": 138.82256274540086
 },
 {
  ""lat"": 36.309667529269554,
  ""lng"": 138.8159966977324
 },
 {
  ""lat"": 36.307545005437625,
  ""lng"": 138.8149345429625
 },
 {
  ""lat"": 36.30655072796721,
  ""lng"": 138.81701057274003
 },
 {
  ""lat"": 36.3067755222436,
  ""lng"": 138.82262711841722
 },
 {
  ""lat"": 36.30807672253445,
  ""lng"": 138.82276122886796
 }
]"
