"ID","MapTech__FILCOLOR__C","MapTech__GYOUSEIKUBUN__C","MapTech__LAYERFILOPTICALLY__C","MapTech__LINECOLOR__C","MapTech__MAPTECHUSERID__C","MapTech__POLYGON_LATLNGINFO__C"
"a015h00002BiRBKAA3","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.12650197382732,
  ""lng"": 140.24784359006196
 },
 {
  ""lat"": 36.12227291723799,
  ""lng"": 140.25329383878022
 },
 {
  ""lat"": 36.12047029928042,
  ""lng"": 140.24481805829316
 }
]"
"a015h00002BiRBLAA3","e9e2e2","12tibaken_s.geojson","0","44f005","","[
 {
  ""lat"": 35.651123750367056,
  ""lng"": 140.15683642648827
 },
 {
  ""lat"": 35.65014357434258,
  ""lng"": 140.15562943243157
 }
]"
"a015h00002BiRBMAA3","e9e2e2","12tibaken_s.geojson","0","44f005","","[
 {
  ""lat"": 35.659444866430896,
  ""lng"": 140.16338671728627
 },
 {
  ""lat"": 35.658642885495375,
  ""lng"": 140.16012515112416
 }
]"
"a015h00002BiRBNAA3","e9e2e2","12tibaken_s.geojson","0","f0ff80","","[
 {
  ""lat"": 35.088456579074105,
  ""lng"": 139.878802120097
 },
 {
  ""lat"": 35.08087113847966,
  ""lng"": 139.827475368388
 },
 {
  ""lat"": 35.110225684339596,
  ""lng"": 139.8355434531048
 },
 {
  ""lat"": 35.11233206344437,
  ""lng"": 139.86901742161066
 },
 {
  ""lat"": 35.088316114362556,
  ""lng"": 139.88000374973566
 }
]"
"a015h00002BiRBOAA3","c8c1c1","","0","d992ca","","[
 {
  ""lat"": 36.62257496121389,
  ""lng"": 139.03508125463208
 },
 {
  ""lat"": 36.61196575521291,
  ""lng"": 139.02752815404614
 },
 {
  ""lat"": 36.608899836163765,
  ""lng"": 139.03104721227368
 },
 {
  ""lat"": 36.61282694650113,
  ""lng"": 139.041733132989
 },
 {
  ""lat"": 36.617270540695344,
  ""lng"": 139.04302059331616
 },
 {
  ""lat"": 36.621472774003486,
  ""lng"": 139.03975902715405
 }
]"
"a015h00002BiRBPAA3","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.129799530379614,
  ""lng"": 140.25169929913545
 },
 {
  ""lat"": 36.12487737087053,
  ""lng"": 140.25957426480318
 },
 {
  ""lat"": 36.12226018150695,
  ""lng"": 140.2532227938559
 }
]"
"a015h00002BiRBQAA3","c8c1c1","","0","d992ca","","[
 {
  ""lat"": 36.60086958093077,
  ""lng"": 139.04786608290524
 },
 {
  ""lat"": 36.59022293122028,
  ""lng"": 139.04481909346433
 },
 {
  ""lat"": 36.589223655683426,
  ""lng"": 139.04795191359372
 },
 {
  ""lat"": 36.600559505107945,
  ""lng"": 139.04975435805173
 }
]"
"a015h00002BiRBRAA3","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 35.31574944335271,
  ""lng"": 139.1414328591223
 },
 {
  ""lat"": 35.314803951621556,
  ""lng"": 139.14890012901975
 },
 {
  ""lat"": 35.303177001605555,
  ""lng"": 139.15091715019895
 },
 {
  ""lat"": 35.30464797315477,
  ""lng"": 139.14362154167844
 }
]"
"a015h00002BiRBSAA3","c8c1c1","28hyogo_s.geojson","0","d992ca","","[
 {
  ""lat"": 35.85879453679725,
  ""lng"": 139.76995701260955
 },
 {
  ""lat"": 35.85752500902323,
  ""lng"": 139.77175945706756
 },
 {
  ""lat"": 35.855090241340115,
  ""lng"": 139.76859445043
 },
 {
  ""lat"": 35.85658589320412,
  ""lng"": 139.7663092083493
 },
 {
  ""lat"": 35.85783804515737,
  ""lng"": 139.76512903638275
 }
]"
"a015h00002BiRBTAA3","e9e2e2","12tibaken_s.geojson","0","44f005","","[
 {
  ""lat"": 35.659406015463205,
  ""lng"": 140.1634347227368
 },
 {
  ""lat"": 35.6547857952041,
  ""lng"": 140.1620828893933
 }
]"
"a015h00002BiRBUAA3","2418c3","28hyogo_s.geojson","0","ea62d7","","[
 {
  ""lat"": 35.25363597354832,
  ""lng"": 138.9749423538784
 },
 {
  ""lat"": 35.25223416616391,
  ""lng"": 139.06695285192527
 }
]"
"a015h00002BiRBVAA3","2418c3","28hyogo_s.geojson","0","ea62d7","","[
 {
  ""lat"": 35.24438359684882,
  ""lng"": 138.9752856766323
 },
 {
  ""lat"": 35.24410320531441,
  ""lng"": 139.0638629471401
 }
]"
"a015h00002BiRBWAA3","2418c3","28hyogo_s.geojson","0","ea62d7","","[
 {
  ""lat"": 35.22722609071135,
  ""lng"": 138.98095050207175
 },
 {
  ""lat"": 35.223580154058745,
  ""lng"": 139.10042682043112
 }
]"
"a015h00002BiRBXAA3","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.13411880627747,
  ""lng"": 140.25179669434095
 },
 {
  ""lat"": 36.134881324787635,
  ""lng"": 140.2621607499745
 },
 {
  ""lat"": 36.1247253568765,
  ""lng"": 140.25952145630384
 }
]"
"a015h00002BiRBYAA3","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.13591266219989,
  ""lng"": 140.29991838558342
 },
 {
  ""lat"": 36.135774024844,
  ""lng"": 140.32549593074944
 },
 {
  ""lat"": 36.11345021652921,
  ""lng"": 140.31038972957757
 },
 {
  ""lat"": 36.117471743916795,
  ""lng"": 140.2952835284057
 }
]"
"a015h00002BiRBZAA3","ffffff","08ibaraki_s.geojson","0","cce60a","","[
 {
  ""lat"": 36.11365798555255,
  ""lng"": 140.31060712806104
 },
 {
  ""lat"": 36.100343909153416,
  ""lng"": 140.34614103309033
 },
 {
  ""lat"": 36.13057470117295,
  ""lng"": 140.36159055701611
 },
 {
  ""lat"": 36.136120371780144,
  ""lng"": 140.3257133292329
 }
]"
"a015h00002BiRBaAAN","2418c3","28hyogo_s.geojson","0","ea62d7","","[
 {
  ""lat"": 35.2362518487284,
  ""lng"": 138.97717395177878
 },
 {
  ""lat"": 35.23849517102644,
  ""lng"": 139.07656588903464
 }
]"
"a015h00002BiRBbAAN","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 35.31958358355176,
  ""lng"": 139.1330874482857
 },
 {
  ""lat"": 35.318795711898346,
  ""lng"": 139.14044742982256
 },
 {
  ""lat"": 35.31440099808094,
  ""lng"": 139.14164905946123
 },
 {
  ""lat"": 35.31070645230687,
  ""lng"": 139.14248590867388
 },
 {
  ""lat"": 35.31067143210828,
  ""lng"": 139.13810854356157
 },
 {
  ""lat"": 35.31270257856421,
  ""lng"": 139.13471823136675
 },
 {
  ""lat"": 35.311284283394656,
  ""lng"": 139.13338785569536
 },
 {
  ""lat"": 35.31173954134442,
  ""lng"": 139.13214331071245
 },
 {
  ""lat"": 35.318375510544726,
  ""lng"": 139.13199310700762
 }
]"
