"ID","MapTech__FILCOLOR__C","MapTech__GYOUSEIKUBUN__C","MapTech__LAYERFILOPTICALLY__C","MapTech__LINECOLOR__C","MapTech__MAPTECHUSERID__C","MapTech__POLYGON_LATLNGINFO__C"
"a17TL0000DUQKF2YQP","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.271593418987784,
  ""lng"": 139.57816057230244
 },
 {
  ""lat"": 35.272267880669794,
  ""lng"": 139.5798128130556
 }
]"
"a17TL0000DUQlcoYQD","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.2725744523052,
  ""lng"": 139.5784609797121
 },
 {
  ""lat"": 35.27179488215629,
  ""lng"": 139.57978062654743
 }
]"
"a17TL0000DUSRHoYQP","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.270835209555365,
  ""lng"": 139.5739796652489
 }
]"
"a17TL0000DUVOaGYQX","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.27034615275783,
  ""lng"": 139.57103081488975
 },
 {
  ""lat"": 35.271988526225286,
  ""lng"": 139.57272060656913
 }
]"
"a17TL0000DUVnNnYQL","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.270567180946,
  ""lng"": 139.57292480032285
 },
 {
  ""lat"": 35.27230152161098,
  ""lng"": 139.57580549280485
 }
]"
"a17TL0000DUWoXCYQ1","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.27055591071474,
  ""lng"": 139.57292762399845
 },
 {
  ""lat"": 35.272001197381904,
  ""lng"": 139.57300272585087
 }
]"
"a17TL0000DUXTsFYQX","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.27154406619365,
  ""lng"": 139.5793765385153
 },
 {
  ""lat"": 35.2703856425457,
  ""lng"": 139.578241964102
 }
]"
"a17TL0000DUXXrZYQX","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.27172528100966,
  ""lng"": 139.570325881254
 },
 {
  ""lat"": 35.27033692563693,
  ""lng"": 139.57103972347767
 }
]"
"a17TL0000DUXZ7XYQX","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.271721369075586,
  ""lng"": 139.57032271170982
 },
 {
  ""lat"": 35.27053885963559,
  ""lng"": 139.57288153911003
 }
]"
"a17TL0000DUXZuOYQX","","14kanagawa_s.geojson","0","f08914","a1FTL000007uzmL2AQ","[
 {
  ""lat"": 35.27062278041594,
  ""lng"": 139.57167829469753
 },
 {
  ""lat"": 35.27012349398691,
  ""lng"": 139.57247759298397
 }
]"
