"ID","MapTech__FILCOLOR__C","MapTech__GYOUSEIKUBUN__C","MapTech__LAYERFILOPTICALLY__C","MapTech__LINECOLOR__C","MapTech__MAPTECHUSERID__C","MapTech__POLYGON_LATLNGINFO__C"
"a015h00002BiQiIAAV","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 34.80392373018341,
  ""lng"": 135.51224942542655
 },
 {
  ""lat"": 34.803042769885366,
  ""lng"": 135.51439519263846
 },
 {
  ""lat"": 34.8002236336605,
  ""lng"": 135.51469560004813
 },
 {
  ""lat"": 34.79708723132068,
  ""lng"": 135.5210470709954
 },
 {
  ""lat"": 34.795430880818124,
  ""lng"": 135.51885838843924
 },
 {
  ""lat"": 34.79691102540207,
  ""lng"": 135.50937409736258
 },
 {
  ""lat"": 34.802302755958756,
  ""lng"": 135.50920243598563
 }
]"
"a015h00002BiQiJAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.73207811579784,
  ""lng"": 135.57492158450154
 },
 {
  ""lat"": 34.730949502941506,
  ""lng"": 135.57481429614094
 },
 {
  ""lat"": 34.73079079052256,
  ""lng"": 135.56925675906209
 },
 {
  ""lat"": 34.73208693302511,
  ""lng"": 135.56804440058735
 },
 {
  ""lat"": 34.73265123361357,
  ""lng"": 135.56892416514424
 },
 {
  ""lat"": 34.733056822281625,
  ""lng"": 135.57244322337178
 }
]"
"a015h00002BiQiKAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.731423057535196,
  ""lng"": 135.5676035721621
 },
 {
  ""lat"": 34.72984474619102,
  ""lng"": 135.5665199597201
 },
 {
  ""lat"": 34.7301357220568,
  ""lng"": 135.56453512504908
 },
 {
  ""lat"": 34.731819834975745,
  ""lng"": 135.5646853287539
 },
 {
  ""lat"": 34.73218134165211,
  ""lng"": 135.56557582214685
 },
 {
  ""lat"": 34.731414240237086,
  ""lng"": 135.56767867401453
 }
]"
"a015h00002BiQiLAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.74353105085867,
  ""lng"": 135.56985286632099
 },
 {
  ""lat"": 34.74113306250714,
  ""lng"": 135.56663421550311
 },
 {
  ""lat"": 34.73862920627513,
  ""lng"": 135.56476739802875
 },
 {
  ""lat"": 34.736460311732294,
  ""lng"": 135.5662908927492
 },
 {
  ""lat"": 34.738223644956335,
  ""lng"": 135.57092574992694
 },
 {
  ""lat"": 34.741009634752636,
  ""lng"": 135.57208446422138
 }
]"
"a015h00002BiQiMAAV","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 34.832744900536156,
  ""lng"": 135.46748450314138
 },
 {
  ""lat"": 34.83279773936572,
  ""lng"": 135.46574643169973
 },
 {
  ""lat"": 34.832375027779726,
  ""lng"": 135.46334317242238
 },
 {
  ""lat"": 34.82673866593558,
  ""lng"": 135.46533873592946
 },
 {
  ""lat"": 34.826298308919554,
  ""lng"": 135.46791365658376
 },
 {
  ""lat"": 34.82296913369322,
  ""lng"": 135.47035983120534
 },
 {
  ""lat"": 34.82244068080585,
  ""lng"": 135.47237685238454
 },
 {
  ""lat"": 34.82550566035738,
  ""lng"": 135.476239233366
 },
 {
  ""lat"": 34.82800688098642,
  ""lng"": 135.46990922009084
 },
 {
  ""lat"": 34.83293864274564,
  ""lng"": 135.46845009838674
 }
]"
"a015h00002BiQiNAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.72735016618753,
  ""lng"": 135.57348120314413
 },
 {
  ""lat"": 34.72722230897301,
  ""lng"": 135.57354021174245
 },
 {
  ""lat"": 34.72734245067157,
  ""lng"": 135.57370650870138
 }
]"
"a015h00002BiQiOAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.7486705664784,
  ""lng"": 135.59846817819562
 },
 {
  ""lat"": 34.74826946220236,
  ""lng"": 135.59852182237591
 },
 {
  ""lat"": 34.74770086049529,
  ""lng"": 135.59704660741772
 },
 {
  ""lat"": 34.74772289939407,
  ""lng"": 135.59611856309857
 },
 {
  ""lat"": 34.74804466664648,
  ""lng"": 135.5959790882298
 },
 {
  ""lat"": 34.74836643264544,
  ""lng"": 135.59660672513928
 },
 {
  ""lat"": 34.748661751020734,
  ""lng"": 135.59851645795788
 }
]"
"a015h00002BiQiPAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.72037710321311,
  ""lng"": 135.5787882788013
 },
 {
  ""lat"": 34.720352852400865,
  ""lng"": 135.57829609344708
 },
 {
  ""lat"": 34.72004640970611,
  ""lng"": 135.57839801738965
 },
 {
  ""lat"": 34.72006404672655,
  ""lng"": 135.57886472175824
 },
 {
  ""lat"": 34.720250337525094,
  ""lng"": 135.57890227268445
 }
]"
"a015h00002BiQiQAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.75496257721396,
  ""lng"": 135.5791406784187
 },
 {
  ""lat"": 34.75397972277188,
  ""lng"": 135.57787467576367
 },
 {
  ""lat"": 34.754358762193625,
  ""lng"": 135.57659794427258
 },
 {
  ""lat"": 34.755028688079406,
  ""lng"": 135.5766354951988
 }
]"
"a015h00002BiQiRAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.725963137989254,
  ""lng"": 135.5602341865481
 },
 {
  ""lat"": 34.725813233892175,
  ""lng"": 135.56016981353173
 },
 {
  ""lat"": 34.72567876086793,
  ""lng"": 135.56148409594903
 },
 {
  ""lat"": 34.72583968757611,
  ""lng"": 135.56149214257607
 }
]"
"a015h00002BiQiSAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.719388312027604,
  ""lng"": 135.5776600657004
 },
 {
  ""lat"": 34.719183279757196,
  ""lng"": 135.57784513812243
 },
 {
  ""lat"": 34.71940815383326,
  ""lng"": 135.5781991897124
 }
]"
"a015h00002BiQiTAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.755575673434095,
  ""lng"": 135.5932170224315
 },
 {
  ""lat"": 34.75524291707833,
  ""lng"": 135.59318483592332
 },
 {
  ""lat"": 34.75530021297026,
  ""lng"": 135.59363544703783
 }
]"
"a015h00002BiQiUAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.7515819658228,
  ""lng"": 135.5984021221365
 },
 {
  ""lat"": 34.75144863662522,
  ""lng"": 135.59848661172046
 },
 {
  ""lat"": 34.751594086648254,
  ""lng"": 135.5985818301405
 }
]"
"a015h00002BiQiVAAV","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 34.80661284036093,
  ""lng"": 135.51880133867624
 },
 {
  ""lat"": 34.79836695261391,
  ""lng"": 135.52429450273874
 },
 {
  ""lat"": 34.791847184018295,
  ""lng"": 135.53313506365183
 },
 {
  ""lat"": 34.79519523769204,
  ""lng"": 135.53695452928903
 },
 {
  ""lat"": 34.80023468320631,
  ""lng"": 135.53944361925485
 },
 {
  ""lat"": 34.80805754772989,
  ""lng"": 135.527942306999
 }
]"
"a015h00002BiQiWAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.75706374504541,
  ""lng"": 135.59635505012864
 },
 {
  ""lat"": 34.75562695905508,
  ""lng"": 135.59651598266953
 },
 {
  ""lat"": 34.75540659089439,
  ""lng"": 135.59481009773606
 },
 {
  ""lat"": 34.75686982446935,
  ""lng"": 135.59478864006394
 }
]"
"a015h00002BiQiXAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.75696735549985,
  ""lng"": 135.59167821241076
 },
 {
  ""lat"": 34.75665884491826,
  ""lng"": 135.59138853383715
 },
 {
  ""lat"": 34.75591841481951,
  ""lng"": 135.59266526532824
 },
 {
  ""lat"": 34.756204891538054,
  ""lng"": 135.59287984204943
 }
]"
"a015h00002BiQiYAAV","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.750021174329625,
  ""lng"": 135.60701221601596
 },
 {
  ""lat"": 34.74891043741832,
  ""lng"": 135.60675472395053
 },
 {
  ""lat"": 34.747685083338304,
  ""lng"": 135.60520977155795
 },
 {
  ""lat"": 34.74744706281138,
  ""lng"": 135.60406178609958
 },
 {
  ""lat"": 34.74985368321211,
  ""lng"": 135.60383648054233
 },
 {
  ""lat"": 34.750276818012026,
  ""lng"": 135.60501665250888
 }
]"
"a015h00002BiQiZAAV","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 34.82746484244766,
  ""lng"": 135.50046407987196
 },
 {
  ""lat"": 34.8310580360149,
  ""lng"": 135.50282442380507
 },
 {
  ""lat"": 34.82485791760931,
  ""lng"": 135.50928318311293
 },
 {
  ""lat"": 34.823818647540584,
  ""lng"": 135.50859653760511
 },
 {
  ""lat"": 34.82473461506644,
  ""lng"": 135.5025240163954
 }
]"
"a015h00002BiQiaAAF","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.72620062238019,
  ""lng"": 135.572323880461
 },
 {
  ""lat"": 34.72536733090776,
  ""lng"": 135.57135828521564
 },
 {
  ""lat"": 34.726112443785794,
  ""lng"": 135.5695665695937
 },
 {
  ""lat"": 34.72661506051387,
  ""lng"": 135.57048388507678
 }
]"
"a015h00002BiQibAAF","ffffff","null","0","cce60a","","[
 {
  ""lat"": 34.717487687227425,
  ""lng"": 135.58131138525124
 },
 {
  ""lat"": 34.71698060559023,
  ""lng"": 135.5817351742756
 },
 {
  ""lat"": 34.71755382808127,
  ""lng"": 135.58211068353768
 }
]"
