"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a170k000003dO5vAAE","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 35.5298057299549,
  ""lng"": 139.72549524107237
 },
 {
  ""lat"": 35.52123116500128,
  ""lng"": 139.7282203654315
 },
 {
  ""lat"": 35.52175509545216,
  ""lng"": 139.73266210356016
 },
 {
  ""lat"": 35.52673226415492,
  ""lng"": 139.73399247923155
 },
 {
  ""lat"": 35.52963110437061,
  ""lng"": 139.73549451627989
 },
 {
  ""lat"": 35.53551577715213,
  ""lng"": 139.72783412733335
 },
 {
  ""lat"": 35.53516655045944,
  ""lng"": 139.7222765902545
 },
 {
  ""lat"": 35.53218060016985,
  ""lng"": 139.72197618284483
 },
 {
  ""lat"": 35.52985811755626,
  ""lng"": 139.72274865904112
 }
]"
"a170k000003dO5wAAE","000000","12tibaken_s.geojson","0","ee00ff","","[
 {
  ""lat"": 35.58754171703165,
  ""lng"": 139.6074583533593
 },
 {
  ""lat"": 35.58647726208263,
  ""lng"": 139.6087887290307
 },
 {
  ""lat"": 35.585796701502545,
  ""lng"": 139.60994744332513
 },
 {
  ""lat"": 35.58431340840155,
  ""lng"": 139.61696410210808
 },
 {
  ""lat"": 35.58405164794328,
  ""lng"": 139.61752200158318
 },
 {
  ""lat"": 35.58100889315203,
  ""lng"": 139.6176416947311
 },
 {
  ""lat"": 35.580049061015956,
  ""lng"": 139.61723399896084
 },
 {
  ""lat"": 35.581497530547935,
  ""lng"": 139.61272788781582
 },
 {
  ""lat"": 35.58168949442347,
  ""lng"": 139.60847926873623
 },
 {
  ""lat"": 35.58214322539103,
  ""lng"": 139.60736346978604
 },
 {
  ""lat"": 35.583888320538954,
  ""lng"": 139.60302902001797
 },
 {
  ""lat"": 35.58537692162998,
  ""lng"": 139.601487879716
 },
 {
  ""lat"": 35.58588298270168,
  ""lng"": 139.60174537178142
 },
 {
  ""lat"": 35.58696489564392,
  ""lng"": 139.60571504112346
 },
 {
  ""lat"": 35.587418596720575,
  ""lng"": 139.60674500938518
 }
]"
"a170k000003dO5xAAE","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 35.531411709792465,
  ""lng"": 139.73223932166937
 },
 {
  ""lat"": 35.52977024715115,
  ""lng"": 139.7361875333393
 },
 {
  ""lat"": 35.52613795513367,
  ""lng"": 139.73365552802923
 },
 {
  ""lat"": 35.51855850870782,
  ""lng"": 139.7326255597675
 },
 {
  ""lat"": 35.518803018151864,
  ""lng"": 139.73580129524115
 },
 {
  ""lat"": 35.53022427209243,
  ""lng"": 139.74524267097357
 },
 {
  ""lat"": 35.534205611528904,
  ""lng"": 139.73974950691107
 },
 {
  ""lat"": 35.53605651784756,
  ""lng"": 139.73996408363226
 },
 {
  ""lat"": 35.54112009991095,
  ""lng"": 139.73867662330508
 },
 {
  ""lat"": 35.54157406061969,
  ""lng"": 139.72532995124698
 },
 {
  ""lat"": 35.537139103635944,
  ""lng"": 139.72417123695254
 },
 {
  ""lat"": 35.53493899461244,
  ""lng"": 139.7294927396381
 }
]"
"a170k000003dO5yAAE","000000","12tibaken_s.geojson","0","ee00ff","","[
 {
  ""lat"": 35.5913350222527,
  ""lng"": 139.61725116556698
 },
 {
  ""lat"": 35.58988673066725,
  ""lng"": 139.61901069468075
 },
 {
  ""lat"": 35.588124316410756,
  ""lng"": 139.62115646189267
 },
 {
  ""lat"": 35.58629206243904,
  ""lng"": 139.62023378199154
 },
 {
  ""lat"": 35.58444074362938,
  ""lng"": 139.61894177235706
 },
 {
  ""lat"": 35.5842313356642,
  ""lng"": 139.61827658452137
 },
 {
  ""lat"": 35.585313270923024,
  ""lng"": 139.61389921940906
 },
 {
  ""lat"": 35.586656944360456,
  ""lng"": 139.6091356161986
 },
 {
  ""lat"": 35.58775629676507,
  ""lng"": 139.60885666646107
 },
 {
  ""lat"": 35.58850663973906,
  ""lng"": 139.60997246541126
 },
 {
  ""lat"": 35.58964453235264,
  ""lng"": 139.61185136084734
 },
 {
  ""lat"": 35.590873942021155,
  ""lng"": 139.61443887749795
 },
 {
  ""lat"": 35.59111823099266,
  ""lng"": 139.61621986428383
 }
]"
"a170k000003dO5zAAE","ffffff","27osaka_s.geojson","0","07e4ca","","[
 {
  ""lat"": 35.571428871340764,
  ""lng"": 139.61532668730803
 },
 {
  ""lat"": 35.56420280637806,
  ""lng"": 139.60657195708342
 },
 {
  ""lat"": 35.56500573466652,
  ""lng"": 139.60002736708708
 },
 {
  ""lat"": 35.56807773384008,
  ""lng"": 139.59912614485808
 },
 {
  ""lat"": 35.57055619278162,
  ""lng"": 139.60337476393767
 },
 {
  ""lat"": 35.57069582198991,
  ""lng"": 139.60562781951018
 },
 {
  ""lat"": 35.57071327562384,
  ""lng"": 139.60646466872282
 },
 {
  ""lat"": 35.57156849902838,
  ""lng"": 139.60895375868864
 },
 {
  ""lat"": 35.57156849902838,
  ""lng"": 139.60994081160612
 },
 {
  ""lat"": 35.57500675404893,
  ""lng"": 139.61049871108122
 },
 {
  ""lat"": 35.5762807907708,
  ""lng"": 139.61118535658903
 }
]"
"a170k000003dO60AAE","e9e2e2","12tibaken_s.geojson","0","dbedf5","","[
 {
  ""lat"": 35.288916161388755,
  ""lng"": 139.59120804293988
 },
 {
  ""lat"": 35.288399472810774,
  ""lng"": 139.59008687957166
 },
 {
  ""lat"": 35.288421366461485,
  ""lng"": 139.58945924266217
 },
 {
  ""lat"": 35.2861881835901,
  ""lng"": 139.58981329425214
 },
 {
  ""lat"": 35.2859736196394,
  ""lng"": 139.59080571158765
 },
 {
  ""lat"": 35.28704643370692,
  ""lng"": 139.59223264678357
 },
 {
  ""lat"": 35.28850018355517,
  ""lng"": 139.59181422217725
 }
]"
"a170k000003dO61AAE","000000","12tibaken_s.geojson","0","ee00ff","","[
 {
  ""lat"": 35.595021772948684,
  ""lng"": 139.61389989577097
 },
 {
  ""lat"": 35.59161927535796,
  ""lng"": 139.61578817091745
 },
 {
  ""lat"": 35.59140988616711,
  ""lng"": 139.6147152873115
 },
 {
  ""lat"": 35.59031058392992,
  ""lng"": 139.61286992750925
 },
 {
  ""lat"": 35.58971730343515,
  ""lng"": 139.611925789936
 },
 {
  ""lat"": 35.58852698115114,
  ""lng"": 139.6076681486097
 },
 {
  ""lat"": 35.58779408827984,
  ""lng"": 139.60674546870857
 },
 {
  ""lat"": 35.586424258616454,
  ""lng"": 139.60345171603828
 },
 {
  ""lat"": 35.586326244654906,
  ""lng"": 139.6024811093395
 },
 {
  ""lat"": 35.58643094596669,
  ""lng"": 139.6001422230785
 },
 {
  ""lat"": 35.58711150115598,
  ""lng"": 139.59960578127553
 },
 {
  ""lat"": 35.58795782453971,
  ""lng"": 139.59955213709523
 },
 {
  ""lat"": 35.589975480998696,
  ""lng"": 139.60598690463328
 },
 {
  ""lat"": 35.59111700754162,
  ""lng"": 139.60733701234096
 },
 {
  ""lat"": 35.5928510904138,
  ""lng"": 139.6112487491643
 },
 {
  ""lat"": 35.59486640235989,
  ""lng"": 139.61356704257076
 }
]"
"a170k000003dO62AAE","000000","12tibaken_s.geojson","0","ee00ff","","[
 {
  ""lat"": 35.58931429308105,
  ""lng"": 139.6243747061779
 },
 {
  ""lat"": 35.58927939391582,
  ""lng"": 139.62647755804556
 },
 {
  ""lat"": 35.587918314606235,
  ""lng"": 139.62883790197867
 },
 {
  ""lat"": 35.58589410258408,
  ""lng"": 139.62828000250357
 },
 {
  ""lat"": 35.58300516417927,
  ""lng"": 139.6294991620078
 },
 {
  ""lat"": 35.58120769576635,
  ""lng"": 139.6293918736472
 },
 {
  ""lat"": 35.58077141094082,
  ""lng"": 139.62870522813938
 },
 {
  ""lat"": 35.580858668096056,
  ""lng"": 139.6251432545676
 },
 {
  ""lat"": 35.580317672201026,
  ""lng"": 139.62359830217503
 },
 {
  ""lat"": 35.5803002206597,
  ""lng"": 139.62271853761814
 },
 {
  ""lat"": 35.580317672201026,
  ""lng"": 139.62196751909397
 },
 {
  ""lat"": 35.58171378318636,
  ""lng"": 139.61958571748875
 },
 {
  ""lat"": 35.58366829767768,
  ""lng"": 139.61928531007908
 },
 {
  ""lat"": 35.58546571086097,
  ""lng"": 139.6204440243735
 },
 {
  ""lat"": 35.587674481399254,
  ""lng"": 139.62110289618258
 },
 {
  ""lat"": 35.58955905232924,
  ""lng"": 139.6227122215915
 }
]"
"a170k000003dO63AAE","2418c3","28hyogo_s.geojson","0","dfc272","","[
 {
  ""lat"": 36.651386733386644,
  ""lng"": 139.07900554858676
 }
]"
"a170k000003dO64AAE","000000","12tibaken_s.geojson","0","ee00ff","","[
 {
  ""lat"": 35.57654810392853,
  ""lng"": 139.63051305175958
 },
 {
  ""lat"": 35.574488698881076,
  ""lng"": 139.63236914039788
 },
 {
  ""lat"": 35.573303421450575,
  ""lng"": 139.63340497203413
 },
 {
  ""lat"": 35.571671542996526,
  ""lng"": 139.63411307521406
 },
 {
  ""lat"": 35.57137483425167,
  ""lng"": 139.63256812282148
 },
 {
  ""lat"": 35.571025763733196,
  ""lng"": 139.6282122153813
 },
 {
  ""lat"": 35.571409741219874,
  ""lng"": 139.62576604075971
 },
 {
  ""lat"": 35.57137483425167,
  ""lng"": 139.62276196666303
 },
 {
  ""lat"": 35.571741356659146,
  ""lng"": 139.6214423198277
 },
 {
  ""lat"": 35.57277110111608,
  ""lng"": 139.62012267299238
 },
 {
  ""lat"": 35.57421097583184,
  ""lng"": 139.62021923251692
 },
 {
  ""lat"": 35.57479564484337,
  ""lng"": 139.62057328410688
 },
 {
  ""lat"": 35.57510979359455,
  ""lng"": 139.62123847194258
 },
 {
  ""lat"": 35.57526686750813,
  ""lng"": 139.62230062671247
 },
 {
  ""lat"": 35.57548502521049,
  ""lng"": 139.62422108836714
 },
 {
  ""lat"": 35.5756857297719,
  ""lng"": 139.62509012408796
 }
]"
