"ID","MapTech__FILCOLOR__C","MapTech__GYOUSEIKUBUN__C","MapTech__LAYERFILOPTICALLY__C","MapTech__LINECOLOR__C","MapTech__MAPTECHUSERID__C","MapTech__POLYGON_LATLNGINFO__C"
"a015h00002BiRL0AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92536801801289,
  ""lng"": 139.57182956076514
 },
 {
  ""lat"": 35.926171655566016,
  ""lng"": 139.57175445891272
 },
 {
  ""lat"": 35.926171655566016,
  ""lng"": 139.57266640997778
 },
 {
  ""lat"": 35.92609346416275,
  ""lng"": 139.57333159781348
 },
 {
  ""lat"": 35.92534629796566,
  ""lng"": 139.57337987757575
 },
 {
  ""lat"": 35.925311545877726,
  ""lng"": 139.57274687624823
 }
]"
"a015h00002BiRL1AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92325167031107,
  ""lng"": 139.5602890987108
 },
 {
  ""lat"": 35.92544976706445,
  ""lng"": 139.56060023495652
 },
 {
  ""lat"": 35.92533682287052,
  ""lng"": 139.56166238972642
 },
 {
  ""lat"": 35.923199540792645,
  ""lng"": 139.56121177861192
 }
]"
"a015h00002BiRL2AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92531559158104,
  ""lng"": 139.56424029869225
 },
 {
  ""lat"": 35.92574564757261,
  ""lng"": 139.56400962871697
 },
 {
  ""lat"": 35.92591506292713,
  ""lng"": 139.56472846073297
 },
 {
  ""lat"": 35.92545894383811,
  ""lng"": 139.5648411135116
 }
]"
"a015h00002BiRL3AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92657282512854,
  ""lng"": 139.57359706808035
 },
 {
  ""lat"": 35.92884033068545,
  ""lng"": 139.5730498974413
 },
 {
  ""lat"": 35.92890983174438,
  ""lng"": 139.5747772400469
 },
 {
  ""lat"": 35.92679002196331,
  ""lng"": 139.57520639348928
 }
]"
"a015h00002BiRL4AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.93918235626449,
  ""lng"": 139.57815651676677
 },
 {
  ""lat"": 35.93951244256366,
  ""lng"": 139.57804118177913
 },
 {
  ""lat"": 35.9396297097328,
  ""lng"": 139.57866345427058
 },
 {
  ""lat"": 35.93934088472496,
  ""lng"": 139.57876001379512
 }
]"
"a015h00002BiRL5AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92718657605374,
  ""lng"": 139.5652425154249
 },
 {
  ""lat"": 35.92803797762318,
  ""lng"": 139.56510304055612
 },
 {
  ""lat"": 35.9280206021726,
  ""lng"": 139.56575749955576
 },
 {
  ""lat"": 35.92710838565408,
  ""lng"": 139.56575749955576
 }
]"
"a015h00002BiRL6AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.924865705139084,
  ""lng"": 139.5744748361986
 },
 {
  ""lat"": 35.925665003804674,
  ""lng"": 139.57356288513353
 },
 {
  ""lat"": 35.92578229151605,
  ""lng"": 139.57446947178056
 },
 {
  ""lat"": 35.92529141956438,
  ""lng"": 139.57507565101793
 }
]"
"a015h00002BiRL7AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92885299942694,
  ""lng"": 139.57512901107407
 },
 {
  ""lat"": 35.930038852683204,
  ""lng"": 139.57514510432816
 },
 {
  ""lat"": 35.92997804012834,
  ""lng"": 139.5761428860817
 },
 {
  ""lat"": 35.92878349831806,
  ""lng"": 139.5760355977211
 }
]"
"a015h00002BiRL8AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.925133039938835,
  ""lng"": 139.56807101714503
 },
 {
  ""lat"": 35.92566300881709,
  ""lng"": 139.56816221225154
 },
 {
  ""lat"": 35.9259714316932,
  ""lng"": 139.5685162638415
 },
 {
  ""lat"": 35.925858488244366,
  ""lng"": 139.5692726467837
 },
 {
  ""lat"": 35.925411056842464,
  ""lng"": 139.5691814516772
 },
 {
  ""lat"": 35.92508525568508,
  ""lng"": 139.56880057799708
 }
]"
"a015h00002BiRL9AAN","000000","11saitama_s.geojson","0","ff69b4","","[
 {
  ""lat"": 35.92434990373357,
  ""lng"": 139.5725097157858
 },
 {
  ""lat"": 35.925140519570476,
  ""lng"": 139.5723273255728
 },
 {
  ""lat"": 35.925236087982306,
  ""lng"": 139.5737006165884
 },
 {
  ""lat"": 35.924623579340846,
  ""lng"": 139.57375962518674
 }
]"
