"ID","MapTech__FILCOLOR__C","MapTech__GYOUSEIKUBUN__C","MapTech__LAYERFILOPTICALLY__C","MapTech__LINECOLOR__C","MapTech__MAPTECHUSERID__C","MapTech__POLYGON_LATLNGINFO__C"
"a17GA00000IUlCKYA1","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.28715903352737,
  ""lng"": 135.28811605322758
 },
 {
  ""lat"": 34.28733632189947,
  ""lng"": 135.2909484659473
 },
 {
  ""lat"": 34.2859889208908,
  ""lng"": 135.2922788416187
 },
 {
  ""lat"": 34.28600664999168,
  ""lng"": 135.29356630194584
 },
 {
  ""lat"": 34.28671581096072,
  ""lng"": 135.29403837073247
 },
 {
  ""lat"": 34.28561660890785,
  ""lng"": 135.29882343161503
 },
 {
  ""lat"": 34.283152216572184,
  ""lng"": 135.29916675436894
 },
 {
  ""lat"": 34.282655783472265,
  ""lng"": 135.29755742896
 },
 {
  ""lat"": 34.28106008579119,
  ""lng"": 135.29650600302617
 },
 {
  ""lat"": 34.281680638489206,
  ""lng"": 135.29577644217412
 },
 {
  ""lat"": 34.28038633767448,
  ""lng"": 135.2936306749622
 },
 {
  ""lat"": 34.28132603750849,
  ""lng"": 135.29221446860234
 },
 {
  ""lat"": 34.28148560813496,
  ""lng"": 135.29030473578374
 },
 {
  ""lat"": 34.280670021750296,
  ""lng"": 135.28927476752202
 },
 {
  ""lat"": 34.28084732381146,
  ""lng"": 135.28798730719487
 },
 {
  ""lat"": 34.28146787808031,
  ""lng"": 135.28811605322758
 },
 {
  ""lat"": 34.281751558505846,
  ""lng"": 135.28650672781865
 },
 {
  ""lat"": 34.283063568019415,
  ""lng"": 135.28648527014653
 },
 {
  ""lat"": 34.282726702666075,
  ""lng"": 135.28854520666997
 },
 {
  ""lat"": 34.284304639249505,
  ""lng"": 135.28886707175175
 },
 {
  ""lat"": 34.284357827606975,
  ""lng"": 135.2900472437183
 },
 {
  ""lat"": 34.285421587687054,
  ""lng"": 135.2900257860462
 },
 {
  ""lat"": 34.285457046124485,
  ""lng"": 135.2879014765064
 },
 {
  ""lat"": 34.287318593079085,
  ""lng"": 135.28822334158818
 }
]"
"a17GA00000IUlCPYA1","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.27910379794366,
  ""lng"": 135.2762132977744
 },
 {
  ""lat"": 34.27945840829946,
  ""lng"": 135.28306902401647
 },
 {
  ""lat"": 34.277658745274934,
  ""lng"": 135.28346551546628
 },
 {
  ""lat"": 34.27673673549907,
  ""lng"": 135.28297198900754
 },
 {
  ""lat"": 34.2770027008953,
  ""lng"": 135.2822102416473
 },
 {
  ""lat"": 34.27614274307606,
  ""lng"": 135.28160942682797
 },
 {
  ""lat"": 34.27532710485103,
  ""lng"": 135.28324020990902
 },
 {
  ""lat"": 34.274688773763756,
  ""lng"": 135.28169525751645
 },
 {
  ""lat"": 34.273963009578736,
  ""lng"": 135.27925190807196
 },
 {
  ""lat"": 34.27321918005836,
  ""lng"": 135.27517549652
 },
 {
  ""lat"": 34.27525831190993,
  ""lng"": 135.27594162207072
 },
 {
  ""lat"": 34.27538288619514,
  ""lng"": 135.27831297003695
 },
 {
  ""lat"": 34.27635810423935,
  ""lng"": 135.2785382755942
 },
 {
  ""lat"": 34.2762073894625,
  ""lng"": 135.27559857451388
 },
 {
  ""lat"": 34.276925498622944,
  ""lng"": 135.27568440520236
 },
 {
  ""lat"": 34.277093943093355,
  ""lng"": 135.27627449118563
 },
 {
  ""lat"": 34.27776771759981,
  ""lng"": 135.27631740652987
 },
 {
  ""lat"": 34.277931242891015,
  ""lng"": 135.27608912541848
 }
]"
"a17GA00000IUlCUYA1","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.27944726532798,
  ""lng"": 135.28311280413163
 },
 {
  ""lat"": 34.281911766298904,
  ""lng"": 135.28641728563798
 },
 {
  ""lat"": 34.28033378479014,
  ""lng"": 135.28673915071977
 },
 {
  ""lat"": 34.28075931081086,
  ""lng"": 135.28826264544023
 },
 {
  ""lat"": 34.28063519927735,
  ""lng"": 135.28942135973466
 },
 {
  ""lat"": 34.28010329062945,
  ""lng"": 135.28987197084916
 },
 {
  ""lat"": 34.279163577125416,
  ""lng"": 135.29085902376664
 },
 {
  ""lat"": 34.28079477121534,
  ""lng"": 135.2930477063228
 },
 {
  ""lat"": 34.27726638766016,
  ""lng"": 135.29648093386186
 },
 {
  ""lat"": 34.27430526807156,
  ""lng"": 135.28952864809526
 },
 {
  ""lat"": 34.274252073352876,
  ""lng"": 135.2848723332454
 },
 {
  ""lat"": 34.2768940370378,
  ""lng"": 135.2828553120662
 },
 {
  ""lat"": 34.27818839162683,
  ""lng"": 135.28349904222978
 },
 {
  ""lat"": 34.27937634336712,
  ""lng"": 135.2828553120662
 }
]"
"a17GA00000IUlCZYA1","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.27476940635116,
  ""lng"": 135.29044099635544
 },
 {
  ""lat"": 34.26978671580747,
  ""lng"": 135.29164262599411
 },
 {
  ""lat"": 34.26983991335132,
  ""lng"": 135.28520532435837
 },
 {
  ""lat"": 34.26870502511664,
  ""lng"": 135.28080650157395
 },
 {
  ""lat"": 34.26691399846282,
  ""lng"": 135.27977653331223
 },
 {
  ""lat"": 34.26785518717386,
  ""lng"": 135.27597771565357
 },
 {
  ""lat"": 34.26914968092045,
  ""lng"": 135.27664290348926
 },
 {
  ""lat"": 34.27095839223298,
  ""lng"": 135.27750121037403
 },
 {
  ""lat"": 34.271632215912156,
  ""lng"": 135.2769218532268
 },
 {
  ""lat"": 34.27175681400901,
  ""lng"": 135.2742875668634
 },
 {
  ""lat"": 34.273281761189,
  ""lng"": 135.2751887890924
 }
]"
"a17GA00000IUlCeYAL","000000","24mie_s.geojson","0","0039e6","a1F7F00000D1wlWUAR","[
 {
  ""lat"": 35.73264098176054,
  ""lng"": 138.4247562697974
 },
 {
  ""lat"": 35.734800819918206,
  ""lng"": 138.45308039699466
 }
]"
"a17GA00000IUlCjYAL","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.26760095655801,
  ""lng"": 135.28016907531202
 },
 {
  ""lat"": 34.267405893539184,
  ""lng"": 135.28433186370313
 },
 {
  ""lat"": 34.265907439806824,
  ""lng"": 135.28398854094922
 },
 {
  ""lat"": 34.264338024728495,
  ""lng"": 135.2826688941139
 },
 {
  ""lat"": 34.264284823704145,
  ""lng"": 135.28035146552503
 },
 {
  ""lat"": 34.26570350616972,
  ""lng"": 135.2798579390663
 },
 {
  ""lat"": 34.26563908957273,
  ""lng"": 135.27903970430566
 },
 {
  ""lat"": 34.26659668744189,
  ""lng"": 135.2791899080105
 },
 {
  ""lat"": 34.26657895424712,
  ""lng"": 135.27869638155175
 },
 {
  ""lat"": 34.26526668745673,
  ""lng"": 135.27770932863427
 },
 {
  ""lat"": 34.26539968840176,
  ""lng"": 135.27681883524133
 },
 {
  ""lat"": 34.26444207690308,
  ""lng"": 135.27561720560266
 },
 {
  ""lat"": 34.26493861755977,
  ""lng"": 135.27498420427514
 },
 {
  ""lat"": 34.26549722229442,
  ""lng"": 135.27519878099633
 },
 {
  ""lat"": 34.26620655629292,
  ""lng"": 135.2762394780941
 },
 {
  ""lat"": 34.26678288576135,
  ""lng"": 135.2763789529629
 },
 {
  ""lat"": 34.26679175233771,
  ""lng"": 135.2762716646023
 },
 {
  ""lat"": 34.26688928461595,
  ""lng"": 135.2772479886837
 },
 {
  ""lat"": 34.26749220891592,
  ""lng"": 135.2775162095852
 },
 {
  ""lat"": 34.2669247508709,
  ""lng"": 135.27984436701013
 }
]"
"a17GA00000IUlCoYAL","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.26980852229322,
  ""lng"": 135.28507030399865
 },
 {
  ""lat"": 34.26659000911523,
  ""lng"": 135.2850273886544
 },
 {
  ""lat"": 34.26657227591901,
  ""lng"": 135.2923551836831
 },
 {
  ""lat"": 34.269852853570605,
  ""lng"": 135.2916685381753
 },
 {
  ""lat"": 34.26977305725451,
  ""lng"": 135.28818166645593
 },
 {
  ""lat"": 34.2698794523258,
  ""lng"": 135.2850059309823
 }
]"
"a17GA00000IUlCtYAL","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.26364913903368,
  ""lng"": 135.2785074250241
 },
 {
  ""lat"": 34.256768137594335,
  ""lng"": 135.27646894617277
 },
 {
  ""lat"": 34.257885451878494,
  ""lng"": 135.28282041712004
 },
 {
  ""lat"": 34.25694549005878,
  ""lng"": 135.2880560891171
 },
 {
  ""lat"": 34.25763716109777,
  ""lng"": 135.2933132187863
 },
 {
  ""lat"": 34.26169839682573,
  ""lng"": 135.2937638299008
 },
 {
  ""lat"": 34.26341859913023,
  ""lng"": 135.28764839334684
 },
 {
  ""lat"": 34.26389741206915,
  ""lng"": 135.2853524224301
 },
 {
  ""lat"": 34.263950613338544,
  ""lng"": 135.2814256684323
 },
 {
  ""lat"": 34.2637555418529,
  ""lng"": 135.27835722131925
 }
]"
"a17GA00000IUlCyYAL","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.267377603327674,
  ""lng"": 135.2922401895316
 },
 {
  ""lat"": 34.26746626842216,
  ""lng"": 135.296810673693
 },
 {
  ""lat"": 34.267554933423156,
  ""lng"": 135.29921393297033
 },
 {
  ""lat"": 34.26310383493085,
  ""lng"": 135.29942850969152
 },
 {
  ""lat"": 34.2606009373151,
  ""lng"": 135.29691796205358
 },
 {
  ""lat"": 34.26186007434532,
  ""lng"": 135.29348473451452
 },
 {
  ""lat"": 34.26370441005428,
  ""lng"": 135.2868328561576
 },
 {
  ""lat"": 34.263988150419955,
  ""lng"": 135.28500895402746
 },
 {
  ""lat"": 34.2641832213661,
  ""lng"": 135.28511624238806
 },
 {
  ""lat"": 34.26657723703695,
  ""lng"": 135.28548102281408
 },
 {
  ""lat"": 34.26657723703695,
  ""lng"": 135.29236893556433
 }
]"
"a17GA00000IUlD3YAL","2418c3","14kanagawa_s.geojson","0","ff00ff","a1F7F00000ER0TQUA1","[
 {
  ""lat"": 34.277278360225914,
  ""lng"": 135.2965347824679
 },
 {
  ""lat"": 34.26754828264916,
  ""lng"": 135.2992384491549
 },
 {
  ""lat"": 34.270651499033974,
  ""lng"": 135.29848743063073
 },
 {
  ""lat"": 34.2729744032058,
  ""lng"": 135.29775786977868
 },
 {
  ""lat"": 34.27574272360943,
  ""lng"": 135.29694247823815
 }
]"
