"ID","MAPTECH__FILCOLOR__C","MAPTECH__GYOUSEIKUBUN__C","MAPTECH__LAYERFILOPTICALLY__C","MAPTECH__LINECOLOR__C","MAPTECH__MAPTECHUSERID__C","MAPTECH__POLYGON_LATLNGINFO__C"
"a177F00000GlLTmQAN","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.65538381575321,
  ""lng"": 135.6174341195073
 },
 {
  ""lat"": 34.654995497154424,
  ""lng"": 135.6144085877385
 },
 {
  ""lat"": 34.651906534416504,
  ""lng"": 135.61538491181992
 },
 {
  ""lat"": 34.65049439882555,
  ""lng"": 135.61891469888351
 },
 {
  ""lat"": 34.653133307684094,
  ""lng"": 135.6187859528508
 }
]"
"a177F00000GlLTrQAN","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.66342981608374,
  ""lng"": 135.61211262640853
 },
 {
  ""lat"": 34.66263560320916,
  ""lng"": 135.61166201529403
 },
 {
  ""lat"": 34.661117752984104,
  ""lng"": 135.61332498488326
 },
 {
  ""lat"": 34.66040294179498,
  ""lng"": 135.61441932616134
 },
 {
  ""lat"": 34.66082653435508,
  ""lng"": 135.6170049756517
 },
 {
  ""lat"": 34.66182373329145,
  ""lng"": 135.61879669127364
 },
 {
  ""lat"": 34.66252088294251,
  ""lng"": 135.61821733412643
 },
 {
  ""lat"": 34.66287386787085,
  ""lng"": 135.6142476647844
 }
]"
"a177F00000GlLTwQAN","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.66108626854103,
  ""lng"": 135.618673615655
 },
 {
  ""lat"": 34.66010671053011,
  ""lng"": 135.61491852303416
 },
 {
  ""lat"": 34.656470772339354,
  ""lng"": 135.61893110772044
 }
]"
"a177F00000GlLU1QAN","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 34.42565193227213,
  ""lng"": 135.3375610548322
 },
 {
  ""lat"": 34.42234204424609,
  ""lng"": 135.33852665007757
 },
 {
  ""lat"": 34.42193493666927,
  ""lng"": 135.3444918829267
 },
 {
  ""lat"": 34.424076654313154,
  ""lng"": 135.3469595152204
 },
 {
  ""lat"": 34.42701478925357,
  ""lng"": 135.3466376501386
 },
 {
  ""lat"": 34.428377624016164,
  ""lng"": 135.34335462630438
 },
 {
  ""lat"": 34.42804134217859,
  ""lng"": 135.33998577178167
 }
]"
"a177F00000GlLU6QAN","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.659073425179734,
  ""lng"": 135.61509451357855
 },
 {
  ""lat"": 34.65701717254094,
  ""lng"": 135.61522325961127
 },
 {
  ""lat"": 34.65587871029653,
  ""lng"": 135.61719736544623
 },
 {
  ""lat"": 34.658102668488844,
  ""lng"": 135.6169398733808
 },
 {
  ""lat"": 34.65899400005944,
  ""lng"": 135.61583480326667
 },
 {
  ""lat"": 34.65925875016443,
  ""lng"": 135.6153734633161
 }
]"
"a177F00000GlLUBQA3","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.66028675800072,
  ""lng"": 135.61356469075932
 },
 {
  ""lat"": 34.65852617575303,
  ""lng"": 135.60975058954014
 },
 {
  ""lat"": 34.65759071332747,
  ""lng"": 135.6096540300156
 },
 {
  ""lat"": 34.657626013988065,
  ""lng"": 135.61189635675206
 },
 {
  ""lat"": 34.65894977790635,
  ""lng"": 135.61497553270115
 },
 {
  ""lat"": 34.660202921599016,
  ""lng"": 135.61470731179966
 }
]"
"a177F00000GlLULQA3","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.65505281603607,
  ""lng"": 135.61392865358783
 },
 {
  ""lat"": 34.654082012251024,
  ""lng"": 135.60786686121418
 },
 {
  ""lat"": 34.65146078523626,
  ""lng"": 135.60981950937702
 },
 {
  ""lat"": 34.65050759122545,
  ""lng"": 135.61145029245807
 },
 {
  ""lat"": 34.65070176126473,
  ""lng"": 135.61336002527668
 },
 {
  ""lat"": 34.65112540340815,
  ""lng"": 135.61538777529194
 },
 {
  ""lat"": 34.65475275062571,
  ""lng"": 135.61421833216144
 }
]"
"a177F00000GlLUQQA3","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 34.42486179450269,
  ""lng"": 135.33687872387887
 },
 {
  ""lat"": 34.422613895666714,
  ""lng"": 135.333660073061
 },
 {
  ""lat"": 34.42091465643595,
  ""lng"": 135.33009809948922
 },
 {
  ""lat"": 34.41776389231798,
  ""lng"": 135.33224386670113
 },
 {
  ""lat"": 34.41733906110686,
  ""lng"": 135.33584875561715
 },
 {
  ""lat"": 34.4217288795433,
  ""lng"": 135.3389172027302
 },
 {
  ""lat"": 34.424932593484236,
  ""lng"": 135.33750099637032
 }
]"
"a177F00000GlLUkQAN","ffffff","27osaka_s.geojson","0","07e4ca","a1F7F00000EQvZQUA1","[
 {
  ""lat"": 34.42138148183741,
  ""lng"": 135.34374934246617
 },
 {
  ""lat"": 34.41911578846015,
  ""lng"": 135.3449080567606
 },
 {
  ""lat"": 34.41835464331503,
  ""lng"": 135.3460238557108
 },
 {
  ""lat"": 34.41430098619528,
  ""lng"": 135.34653883984166
 },
 {
  ""lat"": 34.41414166814707,
  ""lng"": 135.34763318111973
 },
 {
  ""lat"": 34.41991232828582,
  ""lng"": 135.3526328187235
 },
 {
  ""lat"": 34.42207179808566,
  ""lng"": 135.34980040600377
 },
 {
  ""lat"": 34.42237270338456,
  ""lng"": 135.34516554882603
 }
]"
"a177F00000GlLUzQAN","e9e2e2","12tibaken_s.geojson","0","ed45d6","a1F7F00000EQvZPUA1","[
 {
  ""lat"": 34.44120473706798,
  ""lng"": 135.33873313535508
 }
]"
